 0.00000000e+00 2.70911081e-05
 4.76837613e-04 2.27861781e-05
 9.53675226e-04 1.24776601e-05
 1.43051284e-03 4.46954104e-06
 1.90735045e-03 1.46639458e-06
 2.38418806e-03 5.00641011e-08
 2.86102568e-03 3.01583366e-06
 3.33786329e-03 1.65493648e-06
 3.81470090e-03 5.56481027e-06
 4.29153852e-03 3.47465791e-05
 4.76837613e-03 6.58917201e-07
 5.24521374e-03 5.15989532e-04
 5.72205136e-03 4.71330010e-03
 6.19888897e-03 1.67370125e-02
 6.67572658e-03 3.46931290e-02
 7.15256419e-03 4.74595062e-02
 7.62940181e-03 4.45771752e-02
 8.10623942e-03 2.85255968e-02
 8.58307703e-03 1.17009820e-02
 9.05991465e-03 2.57893443e-03
 9.53675226e-03 1.50058917e-04
 1.00135899e-02 1.67682596e-05
 1.04904275e-02 2.61846567e-05
 1.09672651e-02 8.09461016e-07
 1.14441027e-02 2.99895118e-06
 1.19209403e-02 1.81217121e-06
 1.23977779e-02 2.22747554e-08
 1.28746155e-02 6.40469028e-07
 1.33514532e-02 1.12434783e-07
 1.38282908e-02 1.07988625e-07
 1.43051284e-02 1.83610438e-07
 1.47819660e-02 2.53324437e-09
 1.52588036e-02 6.45918296e-08
 1.57356412e-02 3.05304513e-08
 1.62124788e-02 1.22714831e-08
 1.66893165e-02 3.90112572e-08
 1.71661541e-02 3.48177745e-09
 1.76429917e-02 4.45414516e-08
 1.81198293e-02 1.20008926e-08
 1.85966669e-02 1.01960875e-07
 1.90735045e-02 2.58443327e-07
 1.95503421e-02 1.42958194e-07
 2.00271797e-02 8.96441344e-06
 2.05040174e-02 5.39656201e-05
 2.09808550e-02 1.54700800e-04
 2.14576926e-02 2.75037034e-04
 2.19345302e-02 3.30467029e-04
 2.24113678e-02 2.73832388e-04
 2.28882054e-02 1.52427631e-04
 2.33650430e-02 5.19667077e-05
 2.38418806e-02 8.23930119e-06
 2.43187183e-02 1.01983221e-07
 2.47955559e-02 2.49310466e-07
 2.52723935e-02 1.10862274e-07
 2.57492311e-02 6.92125608e-10
 2.62260687e-02 1.81998565e-08
 2.67029063e-02 2.06168126e-09
 2.71797439e-02 3.60479296e-09
 2.76565816e-02 4.88910108e-09
 2.81334192e-02 5.45676387e-10
 2.86102568e-02 9.49568651e-10
 2.90870944e-02 2.41838281e-10
 2.95639320e-02 4.31763744e-10
 3.00407696e-02 1.20131781e-09
 3.05176072e-02 4.04871466e-10
 3.09944448e-02 1.74493642e-11
 3.14712825e-02 1.14769362e-11
 3.19481201e-02 8.46078839e-10
 3.24249577e-02 1.49311862e-09
 3.29017953e-02 6.96668991e-11
 3.33786329e-02 6.99182736e-09
 3.38554705e-02 4.74228110e-09
 3.43323081e-02 4.68194149e-08
 3.48091457e-02 7.83747347e-07
 3.52859834e-02 3.50197271e-06
 3.57628210e-02 8.41694959e-06
 3.62396586e-02 1.29906643e-05
 3.67164962e-02 1.36899851e-05
 3.71933338e-02 9.92440864e-06
 3.76701714e-02 4.75372543e-06
 3.81470090e-02 1.33303729e-06
 3.86238466e-02 1.50850774e-07
 3.91006843e-02 1.06608987e-09
 3.95775219e-02 4.46565770e-09
 4.00543595e-02 9.59254023e-11
 4.05311971e-02 4.90438938e-09
 4.10080347e-02 5.00344954e-09
 4.14848723e-02 1.46079090e-09
 4.19617099e-02 6.40712632e-10
 4.24385476e-02 5.27797773e-10
 4.29153852e-02 2.96320572e-10
 4.33922228e-02 2.07604359e-10
 4.38690604e-02 2.01466014e-10
 4.43458980e-02 2.87609921e-10
 4.48227356e-02 2.13017558e-10
 4.52995732e-02 9.07740948e-11
 4.57764108e-02 2.02689023e-11
 4.62532485e-02 1.70886671e-10
 4.67300861e-02 6.86620830e-10
 4.72069237e-02 6.17194164e-10
 4.76837613e-02 2.49671746e-10
 4.81605989e-02 1.10945545e-09
 4.86374365e-02 5.01367802e-10
 4.91142741e-02 9.43925348e-09
 4.95911117e-02 9.47548820e-08
 5.00679494e-02 3.46483031e-07
 5.05447870e-02 7.25082356e-07
 5.10216246e-02 9.92416190e-07
 5.14984622e-02 9.24564108e-07
 5.19752998e-02 5.78408063e-07
 5.24521374e-02 2.24942455e-07
 5.29289750e-02 4.30762068e-08
 5.34058127e-02 1.19551280e-09
 5.38826503e-02 9.49763271e-10
 5.43594879e-02 6.23027509e-10
 5.48363255e-02 8.97309858e-11
 5.53131631e-02 4.21010321e-10
 5.57900007e-02 3.73561376e-10
 5.62668383e-02 3.46376960e-10
 5.67436759e-02 5.56747845e-10
 5.72205136e-02 7.15300197e-10
 5.76973512e-02 7.70120486e-10
 5.81741888e-02 7.72449493e-10
 5.86510264e-02 6.62456884e-10
 5.91278640e-02 4.02569763e-10
 5.96047016e-02 1.66773426e-10
 6.00815392e-02 1.43009802e-10
 6.05583768e-02 2.16454569e-10
 6.10352145e-02 1.78359532e-10
 6.15120521e-02 9.29651274e-11
 6.19888897e-02 1.82756708e-10
 6.24657273e-02 5.06647514e-10
 6.29425649e-02 7.45293941e-10
 6.34194025e-02 5.54942477e-10
 6.38962401e-02 1.24836241e-09
 6.43730777e-02 6.67681498e-09
 6.48499154e-02 1.92718920e-08
 6.53267530e-02 3.40564266e-08
 6.58035906e-02 4.04875377e-08
 6.62804282e-02 3.33341016e-08
 6.67572658e-02 1.88273289e-08
 6.72341034e-02 7.12285200e-09
 6.77109410e-02 1.98016860e-09
 6.81877787e-02 7.96911132e-10
 6.86646163e-02 6.83984259e-10
 6.91414539e-02 6.29392766e-10
 6.96182915e-02 3.82345205e-10
 7.00951291e-02 8.06965905e-11
 7.05719667e-02 2.31209698e-11
 7.10488043e-02 1.65513409e-10
 7.15256419e-02 2.83658952e-10
 7.20024796e-02 3.01734905e-10
 7.24793172e-02 2.33952926e-10
 7.29561548e-02 1.03404587e-10
 7.34329924e-02 1.16519558e-11
 7.39098300e-02 7.69873439e-11
 7.43866676e-02 2.10629825e-10
 7.48635052e-02 2.21531897e-10
 7.53403428e-02 1.24326202e-10
 7.58171805e-02 5.20451300e-11
 7.62940181e-02 4.10956660e-11
 7.67708557e-02 7.01672944e-11
 7.72476933e-02 1.37573637e-10
